honoree_name,amount
"Tony Vargas, Candidate for U.S. House of Representatives",250.0
Grain and Feed PAC,250.0
Congressmember Michael Burgess,250.0
Rep. John Larson (D-1st CT),250.0
Truck Pac,250.0
Congressman Jared Golden,250.0
Kevin Kiley for Congress,250.0
WILLIAM DAVID HAMILTON,250.0
U.S. Representative John Moolenaar,250.0
Alex Walker,250.0
Anthony Brown,250.0
ANNA ESHOO,250.0
John Gibbs,250.0
Rep. Michele Fischbach,250.0
Weiser for Colorado Attorney General,250.0
Ana Maria Archila,250.0
Hon. Fred Upton,255.0
AVMA Political Action Committee,267.48
Vote Mama,275.0
Sen. Smith,275.0
Sharice Davide,294.12
Congressmember Betty McCollum,300.0
Mike Sherill,300.0
Hon. Marco Rubio,300.0
Anthem Inc. PAC,300.0
VINCENT VICITES,300.0
Nick Lalota,300.0
Bill de Blasio,300.0
Matt West,300.0
Democratic National Committee,300.0
Carolyn Bordeaux,312.5
Lizzie Fletcher,312.5
Llyod Doggett,350.0
Elect Democratic Women PAC,350.0
Hon. Tim Walberg,350.0
U.S. Representative Shontel Brown,350.0
Van Taylor Campaign,358.3
Navistar Good Government Committee,360.0
CBAI FedPac,375.0
Jacob Torgenson,400.0
Shane Morigeau,400.0
Pat Dowell,400.0
Squire Patton Boggs PAC,400.02
None.,416.65
Sean Meloy for Congress,425.0
Val Demmings,450.0
"Funds split 3 ways between: Rep. Jennifer Wexton (D-VA-10), Rep. Abigail Spanberger (D-VA-7), & Rep. Elaine Luria (D-VA-2).",450.0
Sen.Mark Warner,482.0
The Honorable Debbit Stabenow,486.0
Honorable Tim Walberg,500.0
Ralph Norman For Congress,500.0
Reagan Dunn for Congress,500.0
David Valadeo for Congress,500.0
RISK Pac,500.0
SEN Marsha Blackburn,500.0
REP Scott Franklin,500.0
REP Scott DesJarlais,500.0
SAMUEL A WOOD,500.0
Christina Garcia,500.0
Ralph Norman for Congress,500.0
SCOTT SCHERTZER,500.0
Rep. Sean Congress,500.0
REP Mike Simpson,500.0
Sam Singh,500.0
Congressman Steve Cohen,500.0
REP Alan Simpson,500.0
REP Donald Norcross,500.0
"REP Mike Rogers, et al",500.0
Congressman James E. Clyburn,500.0
Rep. Katherine Clark (MA-5th),500.0
Rep. Sam Graves (MO-06),500.0
Sara Godlewski,500.0
Debbie Schultz,500.0
Chuck Fleischmann for Congress,500.0
Debbie Lesko for Congress,500.0
Sarah Huckabee Sanders,500.0
Christina Nolan,500.0
Rep. Scott Peters (D-52nd CA),500.0
Rep. Don Bacon,500.0
Congressman Ro Khanna,500.0
Sarah Palin,500.0
Rep. Mario Diaz-Balart of Florida,500.0
Rep. Raja Krishnamoorthi (D-IL-08),500.0
PAD PAC - DeFazio,500.0
Sen. Blumenthal,500.0
Rep. Melanie Stansbury,500.0
Sen. Bob Menendez (D-NJ),500.0
Ohioans for JD,500.0
Sen. Catherine Cortez Masto (D-NV),500.0
Sen. Chris Coons,500.0
Rep. Michael Guest of Mississippi,500.0
Congressman Kat Cammack,500.0
O'Halleran for Congress,500.0
Chairman Pallone for Congress,500.0
Sen. Cortez Masto,500.0
Cavalier Johnson,500.0
Cathy McMorris Rodgers for US Congress,500.0
Norma Torres,500.0
Congressman Mike Quigley,500.0
Cathy McMorris Rodgers For Congress,500.0
Derrick Van Orden,500.0
Rep. Michelle Fischbach,500.0
Rep. Paul Tonko(NY-20th),500.0
Rep. Nydia Velzquez (D-7th NY),500.0
Congressman Kustoff,500.0
Rep. Norma Torres,500.0
Rep. Mike Gallagher of Wisconsin,500.0
Congressman Lizzy Fletcher,500.0
Sen. Jim Lankford,500.0
Rep. Mike Rogers of Alabama,500.0
Pat McCrory Committee,500.0
Rep. Ruppersberger,500.0
Rep. Raul Ruiz (CA-36th),500.0
Rep. Lucy McBath (D-6th GA),500.0
Delbene For Congress,500.0
Rep. Kim Schier,500.0
Congressman Sean Patrick Maloney,500.0
Rep. Kim Schrier (D-8th WA),500.0
"Congressman Jesus ""Chuy"" Garcia",500.0
Scott Baugh for Congress,500.0
Scott Franklin for Congress,500.0
Congressman Sanford D. Bishop,500.0
Scott Jones,500.0
Phil Weiser,500.0
Rep. Lauren Boebert,500.0
Chris Schiller,500.0
Rep. Robin kelly,500.0
Paul Tonko For Congress,500.0
Rep. Leger Fernandez,500.0
Scott Sturgill,500.0
Rep. Lesko,500.0
Rep. Robert Aderholt of Alabama,500.0
Congressman Tim Walberg,500.0
Rep. Rob Wittman,500.0
Rep. Lois Frankel,500.0
Congressman Richie Neal,500.0
Selker for Congress,500.0
Sen Bob Casey,500.0
Paul Gosar,500.0
Congressman Richard Hudson (NC),500.0
Patrick McHenry for Congress,500.0
Rep. Lucas,500.0
Congressman Richard E. Neal,500.0
Rep. Marcy Kaptur,500.0
Rep. Judy Chu (D-27th CA),500.0
Clean Power PAC,500.0
S Sifton,500.0
Rep. Bill Keating,500.0
Rep. Bill Pascrell (NJ-9th),500.0
Rep. Dwight Evans (D-3rd PA),500.0
Rep.Hal Rogers,500.0
Congressman Darren Soto,500.0
Representative Jay Obernolte (CA-08),500.0
Rep.Peter Welch,500.0
Congressional candidate Gilbert Villegas,500.0
Rep.Tom Malinowski,500.0
Corey Gustafson,500.0
Rep. Brian Higgins (D-26th NY),500.0
Represenative Angie Craig,500.0
Representative Hinson,500.0
Rep. Brian Higgins (NY-26th),500.0
Represenative Kim Schrier,500.0
Rep. Emilia Sykes,500.0
Represenative Lizzie Fletcher,500.0
Rep. William Keating (D-9th MA),500.0
Representative Ken Buck,500.0
Congresswoman Cathy McMorris Rogers,500.0
Representative Miller-Meeks,500.0
Congressman Davis (R-IL),500.0
Rep. Ann McLane Kuster (D-2nd NH),500.0
Rep. Frank Pallone Jr,500.0
Rep. Ashely Hinson,500.0
Representative Melanie Stansbury,500.0
Representative Lizzie Fletcher,500.0
Rep. Frank Pallone (D-NJ-06),500.0
Cong. Ritchie Torres,500.0
Rep. Ashley Hinson of Iowa,500.0
Representative Kim,500.0
Representative Kevin Hern,500.0
Cong. Russ Fulcher (R-ID),500.0
Rep. August Pfluger (R-11th TX),500.0
Rep. Frank Lucas (R-OK-03),500.0
Rep. Bruce Poliquin,500.0
Rep. Buddy Carter (R-GA),500.0
Representative Gus Bilirakis,500.0
Rep. David Cicilline,500.0
Rep. Don Young (R-AK-At Large),500.0
Congresswoman Melanie Stansbury,500.0
Congresswoman Maya Flores,500.0
Rep. Don Beyer (D-VA-8),500.0
Congresswoman Maria Salazar,500.0
Congressman Bruce Poliquin,500.0
Rep. David Valadao of California,500.0
Congresswoman Lucy McBath,500.0
Representative Chip Roy,500.0
Congresswoman Lizzie Fletcher,500.0
Representative Bob Latta,500.0
Rep. Debbie Dingell (MI-12th),500.0
Rep. Diana Harshbarger (R-1st TN),500.0
Congressman Chris Stewart,500.0
Congresswoman Mikie Sherrill,500.0
Congressman Brad Schneider,500.0
Representative Debbie Wasserman Schultz,500.0
Congressman Bob Latta,500.0
Represenative Lori Trahan,500.0
Representative Greg Pence,500.0
Congresswoman Elissa Slotkin,500.0
Representative Ami Bera,500.0
Representative Andy Kim,500.0
Congresswoman Young Kim,500.0
Rep. Chip Roy,500.0
Representative Peter Meijer,500.0
Congresswoman Frederica S. Wilson,500.0
Rep. Chuck Fleischmann of Tennessee,500.0
Rep. Donald Payne Jr.(NJ-10th),500.0
Rep. Dan Kildee(MI-5th),500.0
Rep. Dan Newhouse of Washington,500.0
Representative Don Young,500.0
Representative Diana Harshbarger,500.0
Rep. Darrell Issa,500.0
Rep. Chip Roy (R-TX),500.0
Congresswoman Cathy McMorris Rodgers,500.0
Rep. Angie Craig (D-2nd MN),500.0
Rep. Glen Grothman,500.0
Rep Greg Murphy (R-NC),500.0
Rep Jefferson Van Drew,500.0
Rep. Jason Smith (R-MO-8th),500.0
Robin Vos,500.0
Rep Lisa Bunt Rochester,500.0
Rep. Tiffany,500.0
"Robert Menendez, Jr.",500.0
Dan Sanchez,500.0
Robert Menendez House NJ-8,500.0
Rep Marienette Miller-Meeks,500.0
Dan Bishop,500.0
"Colin Schmitt, Candidate for US Congress",500.0
Rep Rodney Davis (R-IL),500.0
Rep. Jared Huffman,500.0
Rep Ron Estes (R-KS),500.0
Rep Elise Stefanik (R-NY),500.0
Rep. Jay Olbernolte,500.0
David Blair,500.0
Congressman Garret Graves (LA-6),500.0
David Rouser,500.0
Russell Roberts,500.0
Rep. Steven Horsford (D-4th NV),500.0
Regan Deering,500.0
Rep Adrian Smith (R-NE),500.0
Rep. Joseph Morelle,500.0
Ruben Ramirez,500.0
Congressman Fred Keller,500.0
Rep. John Moolenaar (R-MI),500.0
Rep. Ted Budd (R-NC),500.0
Congressman Gerry Connolly,500.0
Rep. Jodey Arrington (R-19th TX),500.0
Congressman Garret Graves (R-LA),500.0
Clay Wagner,500.0
Congressman Chuck Fleischmann,500.0
Rep Byron Donalds (R-FL),500.0
Rep. Sylvia Garcia,500.0
Rep. Stacey Plaskett (D-At Large VI),500.0
Rep. Jan Schakowsky(IL-9th),500.0
Ritchie Torres for Congress,500.0
Representative Trent Kelly,500.0
Representative Tom O'Halleran,500.0
Cong. Chrissy Houlahan,500.0
Representative Tom McClintock,500.0
Cong. David Scott (D-GA),500.0
Rep. Andrew Clyde,500.0
Rep. Verne Buchanan,500.0
Representative Steven Horsford,500.0
Representative Steve Chabot,500.0
Representative Steel,500.0
Representative Shontel Brown,500.0
Rep. Veronica Escobar,500.0
Representative Sam Graves (MO-06),500.0
Rep. Glenn Grothman,500.0
Rep. Andy Kim (NJ-3rd),500.0
Congresswoman Alma Adams,500.0
Representative Veronica Escobar,500.0
Cong. Bobby Scott,500.0
Rep. Greg Murphy (R-NC),500.0
Rep Ted Budd,500.0
Rep Walberg,500.0
Rep. Tom McClintock,500.0
Rep. Jan Schakowsky (D-IL),500.0
Rep William Timmons (R-SC),500.0
Rep. Jake Ellzey (R-4th TX),500.0
Rep. Abigal Spanberger,500.0
Rob Menendez Jr.,500.0
Rep. Hayes,500.0
Rep. Hank Johnson,500.0
Rep. Troy Carter (D-2nd LA),500.0
Rich McCormick (candidate US House; GA-6),500.0
Representative Wes Hallman,500.0
Rep. Troy Carter (D-LA-02),500.0
Rep. Haley Stephens,500.0
Rep. Hal Rogers (R-KY),500.0
Rep. Harold Rogers,500.0
House Candidate for NH Matt Mowers,500.0
Elise Victory Fund,500.0
Cassy Garcia,500.0
Karoline Leavitt,500.0
Kathy Hochul,500.0
BOB HAGAN,500.0
Glenn Ivey,500.0
BOOZMAN FOR ARKANSAS,500.0
Katie Britt for US Senate,500.0
Ginger Sykes Torres,500.0
Ginger Sykes,500.0
KURT SCHRADER,500.0
BYRON HOBGOOD,500.0
Tyler August,500.0
Barb Kirkmeyer,500.0
Ken Calvert for Congress Committee,500.0
Trygve Hammer,500.0
True North PAC Sen. Sullivan,500.0
"Treasurer: May, Jennifer",500.0
Tony Vargas,500.0
George Radnovich,500.0
Kelly Tshibaka (AK) Katie Britt (AL) Vicky Hartzler (MO) Jane Timken (OH) Tanya Wheeless (AZ-9) Tamika Hamilton (CA-03) Amanda Makki (FL-13) Jackie Toledo (FL-15) Vivian Childs (GA-02),500.0
Justin Olsen,500.0
U.S. Rep. A. Drew Ferguson IV,500.0
U.S. Rep. Bill Johnson,500.0
"Jonathan Logemann, Democratic Candidate for Congress",500.0
U.S. Representative Elaine Lauria,500.0
April Becker,500.0
Josh Kimbrell,500.0
Josh Lafazan,500.0
U.S. Representative Dan Newhouse,500.0
U.S. Representative Dan Kildee,500.0
"Josh Mandel, Candidate for U.S. Senate",500.0
U.S. Representative Buddy Carter,500.0
"Josh Riley, Candidate for U.S. House of Representatives",500.0
U.S. Representative Blaine Luetkemeyer,500.0
Asm. Kevin Mullin,500.0
U.S. Representative August Pfluger,500.0
U.S. Representative Andy Harris,500.0
Assm. Pamela J. Hunter (D),500.0
U.S. Representative Adrian Smith,500.0
Grace Van Cleave for Iowa State Senate,500.0
Julie Tressler,500.0
U.S. Rep. Glenn Thompson,500.0
Tommy Tuberville,500.0
"U.S. Representative Frank Pallone, Jr.",500.0
Ben Cline,500.0
Tom Mullins,500.0
Gabe for Congress,500.0
The Honorable Ryan Zinke,500.0
Larry Bucschon,500.0
The Honorable Ron Wyden,500.0
The Honorable Ron Johnson,500.0
Billy Long,500.0
The Honorable Rob Portman,500.0
GT Thompson,500.0
The Honorable Steny H. Hoyer,500.0
The Honorable Randy Feenstra,500.0
The Honorable Patrick McHenry,500.0
The Honorable Morgan Luttrell,500.0
LeAnna Gutierrez Cumber for Mayor,500.0
The Honorable Michael Guest,500.0
The Honorable Mary Miller,500.0
The Honorable Markwayne Mullin,500.0
The Honorable Mark Green,500.0
The Honorable Mark Amodei,500.0
The Honorable Peter Meijer,500.0
The Honorable Steve Womack,500.0
Bill Foster For Congress,500.0
The Honorable Suzanne Bonamici,500.0
"Kim Schrier, MD",500.0
Ben Samuels,500.0
Tom Massie,500.0
Ben Sasse for US Senate,500.0
Tom Davis,500.0
Kim Shrier,500.0
Tom Cole for Congress,500.0
Garett Graves for Congress,500.0
Kirsten Gillibrand,500.0
Tim Ryan Victory Fund 2022,500.0
LORI TRAHAN,500.0
LVF (Latino Victory Fund),500.0
LaHood for Congress,500.0
LaKeshia Myers,500.0
The Honorable Vicky Hartzler,500.0
The Honorable Tom Rice,500.0
The Honorable Tom O'Halleran,500.0
"Gail Huff Brown, Candidate for U.S. House of Representatives",500.0
The Honorable Ted Budd,500.0
Kildee for Congress,500.0
"Greg Murphy, MD",500.0
U.S. Representative Fred Upton,500.0
John Riley,500.0
Hon. John Moolenaar,500.0
Hon. John Larson,500.0
US Representative Tom Emmer (R-MN),500.0
US Rep. Dave Joyce (R-OH),500.0
U.S. Senator Tom Cotton,500.0
Issa for Congress,500.0
J. D. Vance,500.0
Hon. Jaime Herrera-Beutler,500.0
Adam Hollier for Congress,500.0
U.S. Senator Mike Lee,500.0
Hon. Earl Blumenauer,500.0
AdvaMed PAC,500.0
U.S. Senator Marco Rubio,500.0
Airports Council International North America PAC,500.0
JD Vance (candidate for OH Senate seat),500.0
U.S. Senator John Cornyn,500.0
U.S. Senator Jim Inhofe,500.0
Alaskans for Don Young,500.0
U.S. Senator Marsha Blackburn,500.0
Hon. Kat Cammack,500.0
Hon. Kurt Schrader,500.0
VIEWPAC,500.0
Honorable Larry Bucshon,500.0
(William) Troy Balderson,500.0
Honorable Jerry Carl,500.0
Honorable Greg Pence,500.0
Zach Nunn,500.0
Honorable Bob Latta,500.0
Yvette Herrell for Congress,500.0
Wyden,500.0
Hon. Scott Peters,500.0
Hon. Richard Neal,500.0
Wes Hallman,500.0
Hon. Michelle Steel,500.0
Wendy Davis,500.0
Hon. Michael Burgess,500.0
Hon. McMorris Rodgers,500.0
"Vern Buchanan, H FL-16",500.0
Hon. Linda Sanchez,500.0
Hon. Larry Bucshon,500.0
Act Blue Kim Schrier,500.0
U.S. Senator Jeanne Shaheen,500.0
Hon. Anna Eshoo,500.0
Jaime Herrerra Beutler,500.0
Hershell Walker,500.0
U.S. Representative Mike Kelly,500.0
U.S. Representative Michelle Steel,500.0
Guy for Congress,500.0
JoAnn Simon,500.0
Joaquin Castro,500.0
Andrew Fink,500.0
"U.S. Representative Larry Bucshon, M.D.",500.0
U.S. Representative Larry Bucshon,500.0
Joe Sempolinski,500.0
"John B. Coghill, Jr.",500.0
U.S. Representative Kathy Castor,500.0
John Carter for Congress,500.0
U.S. Representative Joe Morelle,500.0
Greta Neubauer,500.0
Andy Levin for Congress,500.0
U.S. Representative Jaime Herrera Beutler,500.0
Angela Witwer,500.0
"John Moolenaar, H MI-4",500.0
John R Davis,500.0
Jim Lankford,500.0
Blue wave Project,500.0
American Gas Association Political Action Committee,500.0
Jerry Dickenson - PA-12,500.0
U.S. Senator Ben Sasse,500.0
U.S. Senator Adam Laxalt,500.0
"U.S. Senate Candidate, Mark Walker",500.0
U.S. Senate Candidate Herschel Walker,500.0
U.S. Sen. Mark Kelly,500.0
James E. Clyburn,500.0
"Herschel Walker, Candidate for U.S. House of Representatives",500.0
Henry Cuellar for Congress,500.0
Jane Timken; Candidate for Senate (R-OH),500.0
Heller for Nevada,500.0
Janet Mills,500.0
Amanda Maki,500.0
Amanda Maki for Congress,500.0
"Amanda Makki, Candidate for U.S. House of Representatives",500.0
Jeff Bartos,500.0
Harvey Peeler,500.0
Harris for Congress,500.0
Jeff Sessions,500.0
U.S. Representative Rodney Davis,500.0
"Hagan, Bob",500.0
Nikki Budsinski,500.0
The Honorable Lindsey Graham,500.0
The Honorable Kevin Hern,500.0
Society of American Florists' Political Action Committee,500.0
Rep. Mikie Sherrill (NJ-11th),500.0
Mike Franken,500.0
ShorePAC,500.0
Shay Hawkins (Candidate),500.0
Mike Kelly for Congress,500.0
"Mike Lee, S UT",500.0
Shane Massey,500.0
South Dakota State Party,500.0
CONGRESSMAN TONY CARDENAS,500.0
Mike Rogers Campaign,500.0
Senator jeanne shaheen,500.0
Mike for Congress,500.0
Senator Susan Collins (R-ME),500.0
Senator Shelly Moore-Capito,500.0
Senator Shaheen,500.0
CONGRESSWOMAN KIM SCHRIER,500.0
Mikie Sherrill For Congress,500.0
Mike ROunds,500.0
CONGRESSMAN KURT SCHRADER,500.0
Mike DeWine and Jon Husted,500.0
Elizabeth Heng for Congress,500.0
Stu Barnes-Israel,500.0
Structured Finance Association,500.0
Steven Irwin for Congress,500.0
Steve Womack for Congress,500.0
Steve Fanelli,500.0
Micheal Guest,500.0
Michelle Bond,500.0
Stephen Goldfinch,500.0
Michelle Steele,500.0
CONGRESSMAN COLIN ALLRED,500.0
Steny Hoyer for Congress,500.0
"Emilia Sykes, candidate for U.S. Congress",500.0
Michigan State Senator Adam Hollier,500.0
CONGRESSMAN ED CASE,500.0
